"Notes"	"Year"	"Year Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate	% of Total Deaths
	"2013"	"2013"	"Other forms of aspergillosis"	"B44.8"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Mycetoma, unspecified"	"B47.9"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other severe and complicated Plasmodium falciparum malaria"	"B50.8"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Acute Chagas' disease with heart involvement"	"B57.0"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Pulmonary toxoplasmosis"	"B58.3"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Naegleriasis"	"B60.2"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Cysticercosis, unspecified"	"B69.9"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Intestinal capillariasis"	"B81.1"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"External upper lip - Malignant neoplasms"	"C00.0"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Dorsal surface of tongue - Malignant neoplasms"	"C02.0"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Vestibule of mouth - Malignant neoplasms"	"C06.1"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Overlapping lesion of other and unspecified parts of mouth - Malignant neoplasms"	"C06.8"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Overlapping lesion of oesophagus - Malignant neoplasms"	"C15.8"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Body of stomach - Malignant neoplasms"	"C16.2"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Lesser curvature of stomach, unspecified - Malignant neoplasms"	"C16.5"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other parts of pancreas - Malignant neoplasms"	"C25.7"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Anterior mediastinum - Malignant neoplasms"	"C38.1"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Posterior mediastinum - Malignant neoplasms"	"C38.2"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Kaposi's sarcoma of multiple organs - Malignant neoplasms"	"C46.8"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Peripheral nerves of upper limb, including shoulder - Malignant neoplasms"	"C47.1"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Peripheral nerves of thorax - Malignant neoplasms"	"C47.3"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Peripheral nerves of abdomen - Malignant neoplasms"	"C47.4"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Overlapping lesion of retroperitoneum and peritoneum - Malignant neoplasms"	"C48.8"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Upper-inner quadrant of breast - Malignant neoplasms"	"C50.2"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Upper-outer quadrant of breast - Malignant neoplasms"	"C50.4"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Axillary tail of breast - Malignant neoplasms"	"C50.6"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Overlapping lesion of breast - Malignant neoplasms"	"C50.8"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Labium minus - Malignant neoplasms"	"C51.1"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Clitoris - Malignant neoplasms"	"C51.2"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Body of penis - Malignant neoplasms"	"C60.2"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Trigone of bladder - Malignant neoplasms"	"C67.0"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Overlapping lesion of eye and adnexa - Malignant neoplasms"	"C69.8"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Craniopharyngeal duct - Malignant neoplasms"	"C75.2"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Intrapelvic lymph nodes - Malignant neoplasms"	"C77.5"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Lymphocytic predominance - Malignant neoplasms"	"C81.0"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Mixed cellularity - Malignant neoplasms"	"C81.2"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Lymphoepithelioid lymphoma - Malignant neoplasms"	"C84.3"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Gamma heavy chain disease - Malignant neoplasms"	"C88.2"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Chronic erythraemia - Malignant neoplasms"	"C94.1"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other and unspecified parts of intestine - In situ neoplasms"	"D01.4"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other specified digestive organs - In situ neoplasms"	"D01.7"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Respiratory system, unspecified - In situ neoplasms"	"D02.4"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Melanoma in situ of upper limb, including shoulder - In situ neoplasms"	"D03.6"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Skin of other and unspecified parts of face - In situ neoplasms"	"D04.3"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Skin, unspecified - In situ neoplasms"	"D04.9"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other and unspecified female genital organs - In situ neoplasms"	"D07.3"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other and unspecified urinary organs - In situ neoplasms"	"D09.1"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Eye - In situ neoplasms"	"D09.2"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Tongue - Benign neoplasms"	"D10.1"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Appendix - Benign neoplasms"	"D12.1"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Anus and anal canal - Benign neoplasms"	"D12.9"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other and unspecified parts of small intestine - Benign neoplasms"	"D13.3"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Middle ear, nasal cavity and accessory sinuses - Benign neoplasms"	"D14.0"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Respiratory system, unspecified - Benign neoplasms"	"D14.4"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Mediastinum - Benign neoplasms"	"D15.2"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other specified intrathoracic organs - Benign neoplasms"	"D15.7"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Vertebral column - Benign neoplasms"	"D16.6"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Mesothelial tissue of pleura - Benign neoplasms"	"D19.0"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Peritoneum - Benign neoplasms"	"D20.1"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Connective and other soft tissue of head, face and neck - Benign neoplasms"	"D21.0"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Melanocytic naevi of trunk - Benign neoplasms"	"D22.5"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Skin of scalp and neck - Benign neoplasms"	"D23.4"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Skin of upper limb, including shoulder - Benign neoplasms"	"D23.6"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Uterus, unspecified - Benign neoplasms"	"D26.9"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Penis - Benign neoplasms"	"D29.0"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Testis - Benign neoplasms"	"D29.2"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Eye, unspecified - Benign neoplasms"	"D31.9"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Spinal cord - Benign neoplasms"	"D33.4"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Central nervous system, unspecified - Benign neoplasms"	"D33.9"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Parathyroid gland - Uncertain neoplasms"	"D44.2"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Pluriglandular involvement - Uncertain neoplasms"	"D44.8"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Refractory anaemia with sideroblasts - Uncertain neoplasms"	"D46.1"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Refractory anaemia with excess of blasts with transformation - Uncertain neoplasms"	"D46.3"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Vitamin B12 deficiency anaemia, unspecified"	"D51.9"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other specified hereditary haemolytic anaemias"	"D58.8"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Haemoglobinuria due to haemolysis from other external causes"	"D59.6"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Drug-induced aplastic anaemia"	"D61.1"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Idiopathic aplastic anaemia"	"D61.3"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other specified aplastic anaemias"	"D61.8"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Congenital dyserythropoietic anaemia"	"D64.4"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Hereditary factor XI deficiency"	"D68.1"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Genetic anomalies of leukocytes"	"D72.0"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Immunodeficiency with increased immunoglobulin M [IgM]"	"D80.5"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Adenosine deaminase [ADA] deficiency"	"D81.3"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Sarcoidosis of lung with sarcoidosis of lymph nodes"	"D86.2"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Immune reconstitution syndrome"	"D89.3"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Congenital iodine-deficiency syndrome, unspecified"	"E00.9"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Chronic thyroiditis with transient thyrotoxicosis"	"E06.2"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other chronic thyroiditis"	"E06.5"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other specified disorders of thyroid"	"E07.8"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Malnutrition-related diabetes mellitus, with ketoacidosis"	"E12.1"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Malnutrition-related diabetes mellitus, with neurological complications"	"E12.4"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Malnutrition-related diabetes mellitus, with other specified complications"	"E12.6"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Malnutrition-related diabetes mellitus, with multiple complications"	"E12.7"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other specified diabetes mellitus, without complications"	"E13.9"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other hypoparathyroidism"	"E20.8"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other hyperparathyroidism"	"E21.2"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Hyperfunction of pituitary gland, unspecified"	"E22.9"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Drug-induced Cushing's syndrome"	"E24.2"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other hyperaldosteronism"	"E26.8"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Drug-induced adrenocortical insufficiency"	"E27.3"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Polycystic ovarian syndrome"	"E28.2"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Primary ovarian failure"	"E28.3"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Ovarian dysfunction, unspecified"	"E28.9"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Testicular dysfunction, unspecified"	"E29.9"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Polyglandular dysfunction, unspecified"	"E31.9"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Disease of thymus, unspecified"	"E32.9"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Androgen resistance syndrome"	"E34.5"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Marasmic kwashiorkor"	"E42"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Beriberi"	"E51.1"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Vitamin D deficiency, unspecified"	"E55.9"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Deficiency of vitamin K"	"E56.1"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Molybdenum deficiency"	"E61.5"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other specified nutritional deficiencies"	"E63.8"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Sequelae of hyperalimentation"	"E68"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Maple-syrup-urine disease"	"E71.0"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Congenital lactase deficiency"	"E73.0"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Disorder of carbohydrate metabolism, unspecified"	"E74.9"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other lipid storage disorders"	"E75.5"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other hyperlipidaemia"	"E78.4"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other disorders of lipoprotein metabolism"	"E78.8"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Lesch-Nyhan syndrome"	"E79.1"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Defects of catalase and peroxidase"	"E80.3"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Gilbert's syndrome"	"E80.4"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Secondary systemic amyloidosis"	"E85.3"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Mixed disorder of acid-base balance"	"E87.4"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Organic amnesic syndrome, not induced by alcohol and other psychoactive substances"	"F04"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Mental and behavioural disorders due to use of cannabinoids, harmful use"	"F12.1"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Mental and behavioural disorders due to use of cannabinoids, dependence syndrome"	"F12.2"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Mental and behavioural disorders due to use of sedatives or hypnotics, residual and late-onset psychotic disorder"	"F13.7"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Mental and behavioural disorders due to use of other stimulants, including caffeine, dependence syndrome"	"F15.2"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Mental and behavioural disorders due to use of other stimulants, including caffeine, withdrawal state with delirium"	"F15.4"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Mental and behavioural disorders due to use of hallucinogens, harmful use"	"F16.1"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Mental and behavioural disorders due to use of hallucinogens, unspecified mental and behavioural disorder"	"F16.9"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, withdrawal state with delirium"	"F19.4"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Simple schizophrenia"	"F20.6"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Schizoaffective disorder, mixed type"	"F25.2"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Hypomania"	"F30.0"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Manic episode, unspecified"	"F30.9"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Bipolar affective disorder, current episode hypomanic"	"F31.0"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Dysthymia"	"F34.1"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Dissociative fugue"	"F44.1"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other dissociative [conversion] disorders"	"F44.8"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Neurasthenia"	"F48.0"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other specified neurotic disorders"	"F48.8"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Anankastic personality disorder"	"F60.5"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Intentional production or feigning of symptoms or disabilities, either physical or psychological [factitious disorder]"	"F68.1"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Unspecified disorder of adult personality and behaviour"	"F69"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Overactive disorder associated with mental retardation and stereotyped movements"	"F84.4"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Hyperkinetic disorder, unspecified"	"F90.9"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Tropical spastic paraplegia"	"G04.1"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Late-onset cerebellar ataxia"	"G11.2"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other hereditary ataxias"	"G11.8"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Drug-induced chorea"	"G25.4"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Diffuse sclerosis"	"G37.0"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Petit mal, unspecified, without grand mal seizures"	"G40.7"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Migraine with aura [classical migraine]"	"G43.1"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Cluster headache syndrome"	"G44.0"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other disorders of facial nerve"	"G51.8"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Disorders of vagus nerve"	"G52.2"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Lumbosacral plexus disorders"	"G54.1"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Refsum's disease"	"G60.1"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Drug-induced myopathy"	"G72.0"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Alcoholic myopathy"	"G72.1"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Spastic cerebral palsy"	"G80.0"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Ataxic cerebral palsy"	"G80.4"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Spastic hemiplegia"	"G81.1"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Post-traumatic hydrocephalus, unspecified"	"G91.3"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Ptosis of eyelid"	"H02.4"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Conjunctivitis, unspecified"	"H10.9"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Pterygium"	"H11.0"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Corneal ulcer"	"H16.0"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other corneal deformities"	"H18.7"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Hyphaema"	"H21.0"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Cataract, unspecified"	"H26.9"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Hereditary retinal dystrophy"	"H35.5"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other specified retinal disorders"	"H35.8"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other endophthalmitis"	"H44.1"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Myopia"	"H52.1"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Disorder of refraction, unspecified"	"H52.7"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Unspecified visual impairment (binocular)"	"H54.9"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Disorder of eye and adnexa, unspecified"	"H57.9"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Malignant otitis externa"	"H60.2"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Chronic mastoiditis"	"H70.1"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Cholesteatoma of middle ear"	"H71"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Rheumatic chorea without heart involvement"	"I02.9"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Acute transmural myocardial infarction of anterior wall"	"I21.0"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Subsequent myocardial infarction of anterior wall"	"I22.0"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Pulmonary valve stenosis"	"I37.0"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Trifascicular block"	"I45.3"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Re-entry ventricular arrhythmia"	"I47.0"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other and unspecified premature depolarization"	"I49.4"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Disease of capillaries, unspecified"	"I78.9"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Internal haemorrhoids without complication"	"I84.2"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Postphlebitic syndrome"	"I87.0"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Nonspecific mesenteric lymphadenitis"	"I88.0"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Hypotension due to drugs"	"I95.2"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Acute frontal sinusitis"	"J01.1"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Chronic rhinitis"	"J31.0"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Chronic ethmoidal sinusitis"	"J32.2"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other chronic sinusitis"	"J32.8"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Hypertrophy of nasal turbinates"	"J34.3"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Hypertrophy of tonsils"	"J35.1"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Hypertrophy of tonsils with hypertrophy of adenoids"	"J35.3"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Chronic laryngotracheitis"	"J37.1"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"MacLeod's syndrome"	"J43.0"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Siderosis"	"J63.4"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Pneumoconiosis due to other specified inorganic dusts"	"J63.8"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Pneumoconiosis associated with tuberculosis"	"J65"	1	316128839	Unreliable	0.0%
